[02/07/2021 17:37:35 / FxUtilitiesController.php:803]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201204_100549).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20210207_173735_438323).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\id_20120454\20201204_100549[eap-2.id-1].[AUDJPY-5].dir
order_type	46.85069
account : 	20120454

s.n.	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	d.-20	d.-19	d.-18	d.-17	d.-16	d.-15	d.-14	d.-13	d.-12	d.-11	d.-10	d.-9	d.-8	d.-7	d.-6	d.-5	d.-4	d.-3	d.-2	d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
28	29358279	2020.12.04 05:25:00	77.157	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	0.027	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	3	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	45.079	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	42.39561	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	-0.7585	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	4	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	29358279	2020.12.04 05:25:02	buy	0.10	audjpy	77.137	77.091	77.211	2020.12.04 05:47:52	77.091	-460
29	29358300	2020.12.04 05:30:00	77.155	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-0.002	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-1	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	39.67943	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	42.14142	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	-0.9127999999999999	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	4	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	29358300	2020.12.04 05:30:01	buy	0.10	audjpy	77.142	77.100	77.220	2020.12.04 05:34:05	77.100	-420
30	29358333	2020.12.04 05:35:00	77.146	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-0.008999999999999999	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-1	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	40.63017	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	40.97763	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	-1.02375	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	4	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	29358333	2020.12.04 05:35:03	buy	0.10	audjpy	77.136	77.086	77.206	2020.12.04 05:51:02	77.086	-500
31	29358350	2020.12.04 05:40:00	77.127	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-0.024	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-3	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	36.25989	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	38.60824	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	-1.18105	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	5	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	29358350	2020.12.04 05:40:01	buy	0.10	audjpy	77.124	77.163	77.313	2020.12.04 07:45:48	77.163	390
32	29358373	2020.12.04 05:45:00	77.11499999999999	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-0.012	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-2	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	35.72029	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	37.17905	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	-1.305	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	5	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	29358373	2020.12.04 05:45:01	buy	0.10	audjpy	77.117	77.163	77.313	2020.12.04 07:45:48	77.163	460
33	29358402	2020.12.04 05:50:00	77.098	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-0.018	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	-2	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	31.27277	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	35.23406	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	-0.8991	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	5	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	29358402	2020.12.04 05:50:10	buy	0.10	audjpy	77.110	77.163	77.313	2020.12.04 07:45:48	77.163	530
34	29358421	2020.12.04 05:55:00	77.108	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	0.01	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	2	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	31.37141	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	37.26618	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	-1.01835	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	5	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	29358421	2020.12.04 05:55:01	buy	0.10	audjpy	77.127	77.163	77.313	2020.12.04 07:45:48	77.163	360
35	29358440	2020.12.04 06:00:00	77.119	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	0.01	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	2	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	30.73608	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	39.46542	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	-0.8362000000000001	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	4	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	29358440	2020.12.04 06:00:01	buy	0.10	audjpy	77.119	77.163	77.313	2020.12.04 07:45:48	77.163	440
36	29358483	2020.12.04 06:05:00	77.136	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	0.018	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	2	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	34.10766	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	42.73146	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	-0.697	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	4	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	29358483	2020.12.04 06:05:03	buy	0.10	audjpy	77.128	77.163	77.313	2020.12.04 07:45:48	77.163	350
37	29358505	2020.12.04 06:10:00	77.13200000000001	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-0.004	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	-1	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	39.07476	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	42.16797	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	-0.77	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	4	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	29358505	2020.12.04 06:10:01	buy	0.10	audjpy	77.140	77.163	77.313	2020.12.04 07:45:48	77.163	230
38	29358534	2020.12.04 06:15:00	77.14400000000001	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	0.012	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	2	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	34.37158	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	44.47997	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	-0.525	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	3	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	29358534	2020.12.04 06:15:06	buy	0.10	audjpy	77.173	77.170	77.320	2020.12.04 08:00:25	77.170	-30
39	29358548	2020.12.04 06:20:00	77.155	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	0.013	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	2	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	38.95777	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.54211	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	-0.6018	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	3	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	29358548	2020.12.04 06:20:08	buy	0.10	audjpy	77.163	77.163	77.313	2020.12.04 07:45:48	77.163	0
40	29358567	2020.12.04 06:25:00	77.161	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	0.007	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	1	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	43.67989	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	47.65834	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	-0.3885	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	3	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	29358567	2020.12.04 06:25:01	buy	0.10	audjpy	77.163	77.163	77.313	2020.12.04 07:45:48	77.163	0
41	29358582	2020.12.04 06:30:00	77.17	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	0.008999999999999999	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	1	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	48.07734	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	49.32892	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	0.02715	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	2	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	29358582	2020.12.04 06:30:01	buy	0.10	audjpy	77.174	77.170	77.320	2020.12.04 08:00:25	77.170	-40
42	29358604	2020.12.04 06:35:00	77.19199999999999	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	0.021	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	3	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	51.98833	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	53.17448	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	0.23925	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	2	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	29358604	2020.12.04 06:35:02	buy	0.10	audjpy	77.181	77.175	77.325	2020.12.04 09:02:01	77.175	-60
43	29358634	2020.12.04 06:40:00	77.16800000000001	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	-0.025	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	-3	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	46.83586	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	48.91184	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	-0.2151	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	2	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	29358634	2020.12.04 06:40:03	buy	0.10	audjpy	77.191	77.141	77.261	2020.12.04 07:54:26	77.141	-500
